"Country","SDG.target","Indc.text","Status","Sector","Climate.response"
"Cape Verde","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Seek to disseminate more efficient small-scale irrigation techniques and promoting soil conservation schemes for farmers and rural producers;","Future","Agriculture","Adaptation"
"Cape Verde","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","promoting workshops in order to introduce crop varieties and species more adaptable to climatic conditions","Future","Agriculture","Adaptation"
"Cape Verde","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promoting integrated water resources management, guaranteeing stable and adequate water supply (for consumption, agriculture, ecosystems and tourism);","Future","Agriculture","Adaptation"
"Cape Verde","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","improving strategies associated with the distribution of agro-climatic zones and the structure of crops;","Future","Agriculture","Adaptation"
"Central African Republic","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Diversify means of livelihood and systems of production (fishing, aquaculture, agriculture, animal husbandry, hunting and forests)","Future","Agriculture","Adaptation"
"Central African Republic","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Introduce varieties that are adapted to climate extremes","Future","Agriculture","Adaptation"
"Central African Republic","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","National investment programme for agriculture, food security and resilience to climate change.","Future","Agriculture","Adaptation"
"Central African Republic","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Awareness programme for the cessation of slash-and-burn agriculture","Future","Agriculture","Adaptation"
"Central African Republic","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Study the resilience mechanisms of the agricultural, forestry and animal husbandry systems.","Future","Agriculture","Adaptation"
"Central African Republic","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promote agricultural and forestry systems and sustainable soil management.","Future","Agriculture","Adaptation"
"Central African Republic","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","National transhumance management programme","Future","Agriculture","Adaptation"
"Central African Republic","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Sustainably manage transhumance corridors and conflicts between agriculturalists and pastoralists.","Future","Agriculture","Adaptation"
"Central African Republic","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Diversify agricultural systems by including several types of crops and diversifying varieties.","Future","Agriculture","Adaptation"
"Central African Republic","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Establish a seed bank (animal and plant).","Future","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","securing pastoralism and transhumance through common grazing zones, as well as creating and popularising fodder banks and crossbreeding of animal species","Future","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Enable the diversification of activities (livestock of multiple animal species, combining of agriculture and livestock, sale of harvest transportation services, fodder crops, etc.)","Future","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Development of intensive and diversified crops that are adapted to extreme climate risks","Existing","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop, renovate and manage hydro-agricultural facilities, retention basins and artificial lakeS","Future","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop small and medium-sized irrigation systems and improve their capacity to limit water consumption","Future","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","develop intensive and diverse cultivation, using improved inputs, (organic fertilisers including composts, adapted plant varieties), agroforestry, land and water conservation, (implementation of soil restoration works) and preparation and distribution of new cropping calendars","Future","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop an agro-ecological approach (soil fertility management practices, addition of manure and compost, agroforestry development, water and soil conservation)","Future","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","<li>Improve production techniques by developing water infrastructure, access to improved and adapted inputs(food crop and fodder seeds, animal gene banks, manure management, compost management, etc.), develop storage and conservation units to limit high post-harvest losses;</li>","Future","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Encourage genetic diversity of various animals","Future","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Improve agricultural production and livestock rearing activities (drainage, dry storage, cold chain) using renewable energy sources (hydroelectricity, solar, wind)","Future","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Intensify and diversify agrarian production whilst facilitating access to inputs(organic fertilizers, seed for food crops and fodder resistant to drought and certified and approved phytosanitary products) and agrarian equipment","Future","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","manage water through the creation and development of agricultural irrigation structures including retention ponds, irrigated perimeters, artificial lakes, and the application of Integrated Water Resources Management (IWRM) and Water Governance","Future","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Secure herd mobility, based on traditional transhumance routes and preserve natural resources","Future","Agriculture","Adaptation"
"Chad","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Support social agreements between the various groups of livestock rearers and farmers in areas of transhumance","Future","Agriculture","Adaptation"
"Chile","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","the promotion of sustainable farming practices and the maintenance of environmental services","Future","Agriculture","Both"
"China","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To construct a recyclable agriculture system, promoting comprehensive utilization of straw, reutilization of agricultural and forestry wastes and comprehensive utilization of animal waste; and","Future","Agriculture","Mitigation"
"China","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Moreover, China will continue to proactively adapt to climate change by enhancing mechanisms and capacities to effectively defend against climate change risks in key areas such as agriculture, forestry and water resources, as well as in cities, coastal and ecologically vulnerable areas and to progressively strengthen early warning and emergency response systems and disaster prevention and reduction mechanisms.","Future","Agriculture","Adaptation"
"China","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To promote the low-carbon development in agriculture, making efforts to achieve zero growth of fertilizer and pesticide utilization by 2020;","Future","Agriculture","Mitigation"
"China","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To control methane emissions from rice fields and nitrous oxide emissions from farmland;","Future","Agriculture","Mitigation"
"China","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To continue to restore grassland from grazing land, to promote mechanism of maintaining the balance between grass stock and livestock, to prevent grassland degradation, to restore vegetation of grassland, to enhance grassland disaster prevention and farmland protection and to improve carbon storage of soil.","Future","Agriculture","Mitigation"
"China","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","<li>To improve the construction of water conservation facilities for farmlands, to vigorously develop water-saving agricultural irrigation and to cultivate heat- resistant and drought-resistant crops;</li>","Future","Agriculture","both"
"Colombia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","10 subsectors of the agricultural sector such as rice, coffee, livestock and silvopastoral, with improved capabilities to adapt appropriately to climate change and variability.","Future","Agriculture","Adaptation"
"Comoros","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","100% of farmers have a water management system adapted to changing climate change;","Future","Agriculture","Adaptation"
"Comoros","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Agriculture: Reducing the vulnerability of agricultural systems to climate change and climate variability","Future","Agriculture","Adaptation"
"Comoros","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","100% of farmers use techniques and varieties adapted to changing climate change;","Future","Agriculture","Adaptation"
"Costa Rica","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Support the key sector emission reduction activities (transport, energy, agriculture, solid waste) to drive the low emission development transformation process to achieve the county’s Carbon-neutral goal within National Contribution framework under the Climate Change Convention Framework of the United Nations.","Future","Agriculture","Mitigation"
"Costa Rica","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","to empower the population to face climate change impacts, by increasing the resilience agriculture producers, developing safeguards for securing water supply and sustainable coastal zone development","Future","Agriculture","Adaptation"
"Costa Rica","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","integral environment management through agro-forestry systems and watershed management,","Future","Agriculture","Mitigation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Development of efficient mechanization of agriculture and improvement of packaging, harvesting and conservation infrastructure","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","<li>For operators: implementation of low-carbon development, for example: <br>","Future","Agriculture","Mitigation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","<li>Improve production technologies through access to improved and adapted inputs (food, forage, drought-resistant silvicultural seeds, animal gene bank, quality fry, manure and compost management to improve soil fertility, etc.) .)</li>","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","<td>Streamlining the use of chemical inputs and facilitating the use of organic inputs</td>","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Consistency of National Agricultural Investment Plans (NAIP) with strategies to limit deforestation (REDD + process) through a master plan for land use planning in 2030 (securing land) in consultation with each agricultural sector and the territories","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Decoupling of agricultural production and deforestation through the promotion of intensive agricultural practices with reduced impacts on the environment and agroforestry","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Decoupling of agricultural production and deforestation through the promotion of intensive agricultural practices with reduced impacts on the environment and agroforestry","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop agro-pastoral dams to facilitate livestock watering","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop hydro-agricultural sites and water reservoirs to improve food production","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop seasonal forecasts that strengthen the resilience to climate change of farming practices","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop storage and conservation units to limit high post-harvest losses","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop the agro-ecological approach (soil fertility management practices, development of the use of organic fertilizers and compost from household waste, the agriculture-livestock association)","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Development of basic infrastructure that will improve the logistics of transport of agricultural products, livestock and fish farming","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Development of efficient mechanization of agriculture and improvement of packaging, harvesting and conservation infrastructure","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Sustainable management of organic soils","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Sustainable management of organic soils","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Strengthening partnerships and collaborations on soil analysis to improve their productivity and improve the implementation of agricultural innovations","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Strengthening partnerships and collaborations on soil analysis to improve their productivity and improve the implementation of agricultural innovations","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Strengthening and popularizing the results of scientific research on natural resource management (including soil science and physiology pathology and post-harvest technology)","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Streamlining the use of chemical inputs and facilitating the use of organic inputs","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Stabilization of the extension of agricultural areas in classified forests","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Stabilization of the extension of agricultural areas in classified forests","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Realization of the concept ""Zero deforestation agriculture"" and valorization of associated products","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion of the agriculture-livestock association, agroforestry, and conservation agriculture particularly at the level of community and private plantations","Increased yields and ","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion of the agriculture-livestock association, agroforestry, and conservation agriculture particularly at the level of community and private plantations","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion and intensification of the production and use of high-yielding and resistant seeds, particularly climatic factors and diseases (non-GMOs and hybrids)","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion and intensification of the production and use of high-yielding and resistant seeds, particularly climatic factors and diseases (non-GMOs and hybrids)","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promote and popularize resilient crop species resilient to climate change","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Maximum reduction in rice submersion to limit methane emissions","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Maximum reduction in rice submersion to limit methane emissions","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Improved cropping calendars and production techniques","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Improved cropping calendars and production techniques","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Improve irrigation efficiency to limit water consumption","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Improve irrigation efficiency to limit water consumption","Future","Agriculture","Adaptation"
"Côte d'Ivoire","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Establishment of an incentive payment scheme for environmental services (PES) to encourage village reforestation and conservation of natural forests in rural areas and support small producers to adopt sustainable production practices","Future","Agriculture","Adaptation"
"Democratic Republic of the Congo","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","PANA-ASA 2 Project for Resilient Economic Growth and Adaptation to Climate Change in the DRC, to be implemented from 2016 onwards, involves the dissemination of NAPA-ASA assets into new target areas. This project will aim to create an enabling environment for adaptation and improve agro-ecological production practices;","Existing","Agriculture","Adaptation"
"Djibouti","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","This programme is a response to the severe water shortages and prolonged periods of drought affecting the country. It helps to reduce poverty, improve food security and accelerate economic development by increasing incomes in rural environments. The area of intervention includes the Beyya Dader watershed in the Ali Sabieh Region, the Gaggade-Derela watershed in the Dkhil Region, and the Weima watershed in the Toudjourah-Obock Region.","Future","Agriculture","Adaptation"
"Djibouti","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","<td>pastoral communities’ livelihoods through investments in water and animal health, the diversification of sources of livelihoods, and institutional capacity-building for State services and the rural communities.</td>","Future","Agriculture","Adaptation"
"Djibouti","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Installation of 1,000 hectares of agroforestry system.","Future","Agriculture","Mitigation"
"Djibouti","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Reforestation of 1,000 hectares with the set-up of a silvopasture agricultural system","Future","Agriculture","Mitigation"
"Djibouti","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","The project’s objective is to diversify and bolster resilience to climate change among the agro-pastoral practices used in the rural regions of Djibouti. It is based on three components:","Future","Agriculture","Adaptation"
