Id,Iso code3,Country,SDG,SDG target,Indc text,Status,Sector,Climate response,Type of information
329784,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",<td>Streamlining the use of chemical inputs and facilitating the use of organic inputs</td>,Future,Agriculture,Adaptation,Action
329791,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Consistency of National Agricultural Investment Plans (NAIP) with strategies to limit deforestation (REDD + process) through a master plan for land use planning in 2030 (securing land) in consultation with each agricultural sector and the territories,Future,Agriculture,Adaptation,Action
329794,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Decoupling of agricultural production and deforestation through the promotion of intensive agricultural practices with reduced impacts on the environment and agroforestry,Future,Agriculture,Adaptation,Action
329796,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Decoupling of agricultural production and deforestation through the promotion of intensive agricultural practices with reduced impacts on the environment and agroforestry,Future,Agriculture,Adaptation,Action
329800,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Develop agro-pastoral dams to facilitate livestock watering,Future,Agriculture,Adaptation,Action
329801,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Develop hydro-agricultural sites and water reservoirs to improve food production,Future,Agriculture,Adaptation,Action
329802,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Develop seasonal forecasts that strengthen the resilience to climate change of farming practices,Future,Agriculture,Adaptation,Action
329803,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Develop storage and conservation units to limit high post-harvest losses,Future,Agriculture,Adaptation,Action
329805,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop the agro-ecological approach (soil fertility management practices, development of the use of organic fertilizers and compost from household waste, the agriculture-livestock association)",Future,Agriculture,Adaptation,Action
329806,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Development of basic infrastructure that will improve the logistics of transport of agricultural products, livestock and fish farming",Future,Agriculture,Adaptation,Action
329808,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Development of efficient mechanization of agriculture and improvement of packaging, harvesting and conservation infrastructure",Future,Agriculture,Adaptation,Action
329889,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Sustainable management of organic soils,Future,Agriculture,Adaptation,Action
329888,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Sustainable management of organic soils,Future,Agriculture,Adaptation,Action
329882,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Strengthening partnerships and collaborations on soil analysis to improve their productivity and improve the implementation of agricultural innovations,Future,Agriculture,Adaptation,Action
329880,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Strengthening partnerships and collaborations on soil analysis to improve their productivity and improve the implementation of agricultural innovations,Future,Agriculture,Adaptation,Action
329874,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Strengthening and popularizing the results of scientific research on natural resource management (including soil science and physiology pathology and post-harvest technology),Future,Agriculture,Adaptation,Action
329873,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Streamlining the use of chemical inputs and facilitating the use of organic inputs,Future,Agriculture,Adaptation,Action
329869,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Stabilization of the extension of agricultural areas in classified forests,Future,Agriculture,Adaptation,Action
329867,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Stabilization of the extension of agricultural areas in classified forests,Future,Agriculture,Adaptation,Action
329860,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Realization of the concept ""Zero deforestation agriculture"" and valorization of associated products",Future,Agriculture,Adaptation,Action
329858,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion of the agriculture-livestock association, agroforestry, and conservation agriculture particularly at the level of community and private plantations",Increased yields and ,Agriculture,Adaptation,Action
329857,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion of the agriculture-livestock association, agroforestry, and conservation agriculture particularly at the level of community and private plantations",Future,Agriculture,Adaptation,Action
329856,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion and intensification of the production and use of high-yielding and resistant seeds, particularly climatic factors and diseases (non-GMOs and hybrids)",Future,Agriculture,Adaptation,Action
329855,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion and intensification of the production and use of high-yielding and resistant seeds, particularly climatic factors and diseases (non-GMOs and hybrids)",Future,Agriculture,Adaptation,Action
329852,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Promote and popularize resilient crop species resilient to climate change,Future,Agriculture,Adaptation,Action
329851,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Maximum reduction in rice submersion to limit methane emissions,Future,Agriculture,Adaptation,Action
329850,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Maximum reduction in rice submersion to limit methane emissions,Future,Agriculture,Adaptation,Action
329842,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Improved cropping calendars and production techniques,Future,Agriculture,Adaptation,Action
329841,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Improved cropping calendars and production techniques,Future,Agriculture,Adaptation,Action
329838,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Improve irrigation efficiency to limit water consumption,Future,Agriculture,Adaptation,Action
329836,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Improve irrigation efficiency to limit water consumption,Future,Agriculture,Adaptation,Action
329821,CIV,Côte d'Ivoire,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Establishment of an incentive payment scheme for environmental services (PES) to encourage village reforestation and conservation of natural forests in rural areas and support small producers to adopt sustainable production practices,Future,Agriculture,Adaptation,Action
330004,COD,Democratic Republic of the Congo,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","PANA-ASA 2 Project for Resilient Economic Growth and Adaptation to Climate Change in the DRC, to be implemented from 2016 onwards, involves the dissemination of NAPA-ASA assets into new target areas. This project will aim to create an enabling environment for adaptation and improve agro-ecological production practices;",Existing,Agriculture,Adaptation,Action
330083,DJI,Djibouti,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","This programme is a response to the severe water shortages and prolonged periods of drought affecting the country. It helps to reduce poverty, improve food security and accelerate economic development by increasing incomes in rural environments. The area of intervention includes the Beyya Dader watershed in the Ali Sabieh Region, the Gaggade-Derela watershed in the Dkhil Region, and the Weima watershed in the Toudjourah-Obock Region.",Future,Agriculture,Adaptation,Action
330016,DJI,Djibouti,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","<td>pastoral communities’ livelihoods through investments in water and animal health, the diversification of sources of livelihoods, and institutional capacity-building for State services and the rural communities.</td>",Future,Agriculture,Adaptation,Action
330057,DJI,Djibouti,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Installation of 1,000 hectares of agroforestry system.",Future,Agriculture,Mitigation,Action
330060,DJI,Djibouti,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Reforestation of 1,000 hectares with the set-up of a silvopasture agricultural system",Future,Agriculture,Mitigation,Action
330071,DJI,Djibouti,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",The project’s objective is to diversify and bolster resilience to climate change among the agro-pastoral practices used in the rural regions of Djibouti. It is based on three components:,Future,Agriculture,Adaptation,Action
330119,DMA,Dominica,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Measures to reduce GHG emissions from the Agriculture Sector including through the harnessing of biomass.,Future,Agriculture,Mitigation,Action
330187,ECU,Ecuador,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",measures including the application of silvopasture systems,Future,Agriculture,Both,Action
330153,ECU,Ecuador,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",the use of species that contribute to decreasing erosion,Future,Agriculture,Adaptation,Action
330173,ECU,Ecuador,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",diversification of species more resistant to climate change,Future,Agriculture,Adaptation,Action
330168,ECU,Ecuador,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","application of actions to reduce the vulnerability of the impacts of draughts, floods, frosts and other climate change impacts in local planning with regards to the livestock sector in areas with a higher recurrence of these phenomena",Future,Agriculture,Adaptation,Action
330241,EGY,Egypt,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Changing sowing dates and good management practices are among the important adaptation measures oriented to mitigate climate change,Future,Agriculture,Adaptation,Action
330240,EGY,Egypt,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Changing cultivars to those that are more tolerant to heat, salinity and pests, and changing crop pattern are the most promising adaptation measures at the national level.",Future,Agriculture,Adaptation,Action
330238,EGY,Egypt,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Changing cropping patterns and farm irrigation systems,Future,Agriculture,Adaptation,Action
330231,EGY,Egypt,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Build an effective institutional system to manage climate change associated crises and disasters at the national level,Future,Agriculture,Adaptation,Action
330229,EGY,Egypt,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Activate genetic diversity of plant species with maximum productivity,Future,Agriculture,Adaptation,Action
330252,EGY,Egypt,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop agro-economic systems and new structures to manage crops, fisheries and animal production, which are resilient to climate changes",Future,Agriculture,Adaptation,Action
330271,EGY,Egypt,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Enteric fermentation,Future,Agriculture,Mitigation,Action
330278,EGY,Egypt,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Field burning of agricultural residues,Future,Agriculture,Mitigation,Action
330293,EGY,Egypt,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",improving the current low productivity of cattle in addition to improving feeding programs are being considered,Future,Agriculture,Adaptation,Action
330301,EGY,Egypt,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Increase the efficiency of irrigation water use, while maintaining crop productivity and protecting land from degradation.",Future,Agriculture,Adaptation,Action
330310,EGY,Egypt,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Manure management,Future,Agriculture,Mitigation,Action
330335,EGY,Egypt,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Review of new and existing land use policies and agricultural expansion programs to take into account possibilities of land degradation in Delta and other affected areas resulting from Mediterranean Sea level rise.,Future,Agriculture,Adaptation,Action
330347,EGY,Egypt,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",using different multi-level combinations of improved surface irrigation systems and applying deficit irrigation are successful means of increasing surface irrigation system capacity in traditional lands to overcome the negative impacts of climate change.,Future,Agriculture,Adaptation,Action
330423,GNQ,Equatorial Guinea,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Convert Equatorial Guinea into a reference country for climate-smart agriculture for the tropics with the objectives of ensuring food security, diversifying the national economy, limiting methane and nitrous oxide emissions, as well as promoting carbon capture.",Future,Agriculture,Mitigation,Action
330435,GNQ,Equatorial Guinea,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Promotion of agricultural production systems with better resilience to climate change;,Future,Agriculture,Adaptation,Action
330483,ERI,Eritrea,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Promotion of Conservation Agriculture (Climate Smart Agriculture) in 5% of the cultivable land;,Future,Agriculture,Adaptation,Action
330472,ERI,Eritrea,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Moreover, Eritrea has been undertaking vigorous efforts to enhance Climate Smart Agriculture",Existing,Agriculture,Adaptation,Action
330484,ERI,Eritrea,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Development and promotion of irrigation scheme by 170, 000 ha;",Future,Agriculture,Adaptation,Action
335187,SWZ,Eswatini,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Reduce poverty and improve food and nutrition security through sustainable use of natural resources, improved access to markets, and improved disaster and risk management systems.",Future,Agriculture,Adaptation,Action
335190,SWZ,Eswatini,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Reduce vulnerability to the impacts of climate change by building adaptive capacity and resilience. This will be achieved through integrated water resource management, climate smart agriculture, cross-cutting themes of early warning systems, disaster risk management, improving emergency preparedness and response capacities, energy efficiency and energy security, biodiversity conservation and sustainable land management.",Future,Agriculture,Adaptation,Action
335179,SWZ,Eswatini,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Increase the contribution of agriculture to economic development, to support both food security and exports.",Future,Agriculture,Adaptation,Action
330547,ETH,Ethiopia,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",increasing the resilience of agriculture is a priority for Ethiopia. This includes addressing the high levels of vulnerability of the sector to droughts and floods.,Future,Agriculture,Adaptation,Action
330513,ETH,Ethiopia,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Enhancing ecosystem health through ecological farming, sustainable land management practices and improved livestock production practices to reverse soil erosion, restore water balance, and increase vegetation cover, including drought tolerant vegetation",Future,Agriculture,Adaptation,Action
330526,ETH,Ethiopia,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Improve and diversify economic opportunities from agroforestry and sustainable afforestation of degraded forest areas.,Future,Agriculture,Adaptation,Action
